,x_loc,y_loc
4024,-122.407633521,37.7841893501
4025,-122.410791678,37.783695227
4026,-122.407244087,37.7865647608
4027,-122.411800135,37.7840890367
4028,-122.414056292,37.7827931071
4029,-122.414056292,37.7827931071
4030,-122.414056292,37.7827931071
4031,-122.415885066,37.7835160564
4032,-122.415694922,37.7825851968
4033,-122.408201657,37.7868849113
4034,-122.420571111,37.7857331121
4035,-122.420571111,37.7857331121
4036,-122.420571111,37.7857331121
4037,-122.420571111,37.7857331121
4038,-122.420571111,37.7857331121
4039,-122.421962421,37.7841273323
4040,-122.419250422,37.7838069205
4041,-122.411742516,37.7858882195
4042,-122.411742516,37.7858882195
4043,-122.408953598,37.7832878736
4044,-122.420261938,37.7844541271
4045,-122.412857127,37.7855804362
4046,-122.41151882,37.7869408999
4047,-122.41151882,37.7869408999
4048,-122.413174494,37.7867190156
4049,-122.414056292,37.7827931071
4050,-122.414056292,37.7827931071
4051,-122.408648589,37.7849124714
4052,-122.407382687,37.7833716368
4053,-122.41382007,37.785738295
4054,-122.423031175,37.7854818747
4055,-122.421395819,37.7856843389
4056,-122.421395819,37.7856843389
4057,-122.423598601,37.788279963
4058,-122.422215378,37.7855278108
4059,-122.410955249,37.784139951
4060,-122.406690592,37.7852071918
4061,-122.410135236,37.7841889075
4062,-122.40840386,37.7882933915
4063,-122.407633521,37.7841893501
4064,-122.407633521,37.7841893501
4065,-122.410509259,37.7860432223
4066,-122.423031175,37.7854818747
4067,-122.410157074,37.7842973843
4068,-122.407612885,37.788448602
4069,-122.412249768,37.7825563302
4070,-122.414809966,37.7865194112
4071,-122.421477162,37.7861527352
4072,-122.415910623,37.7839999168
4073,-122.415910623,37.7839999168
4074,-122.415910623,37.7839999168
4075,-122.423031175,37.7854818747
4076,-122.420261938,37.7844541271
4077,-122.410135236,37.7841889075
4078,-122.409256096,37.7882398998
4079,-122.409256096,37.7882398998
4080,-122.409256096,37.7882398998
4081,-122.410882826,37.7879209376
4082,-122.411778296,37.7839805593
4083,-122.412777297,37.7868343893
4084,-122.416075285,37.7844496613
4085,-122.416829148,37.7881786971
4086,-122.413609329,37.7846969079
4087,-122.413609329,37.7846969079
4088,-122.413609329,37.7846969079
4089,-122.408595111,37.7837069302
4090,-122.417903978,37.7851670876
4091,-122.417903978,37.7851670876
4092,-122.417903978,37.7851670876
4093,-122.407877788,37.7859680077
4094,-122.412414264,37.7830037965
4095,-122.421762502,37.7875490095
4096,-122.407633521,37.7841893501
4097,-122.408294122,37.7842476296
4098,-122.408384276,37.7878271137
4099,-122.422767364,37.7838427739
4100,-122.407845374,37.785094321
4101,-122.408953598,37.7832878736
4102,-122.407829844,37.7826402568
4103,-122.417594248,37.7840149233
4104,-122.414081138,37.7832767266
4105,-122.412930522,37.7838344374
4106,-122.408421117,37.7835699387
4107,-122.408421117,37.7835699387
4108,-122.408421117,37.7835699387
4109,-122.414809966,37.7865194112
4110,-122.410323495,37.7851225224
4111,-122.420261938,37.7844541271
4112,-122.420261938,37.7844541271
4113,-122.421193769,37.7840443978
4114,-122.413631253,37.7848053746
4115,-122.413631253,37.7848053746
4116,-122.419858277,37.7861371252
4117,-122.416261837,37.7853750846
4118,-122.41773226,37.7840044909
4119,-122.41773226,37.7840044909
4120,-122.407633521,37.7841893501
4121,-122.408953598,37.7832878736
4122,-122.408519707,37.7864044708
4123,-122.408519707,37.7864044708
4124,-122.408519707,37.7864044708
4125,-122.407545856,37.7844011795
4126,-122.418580509,37.7881906055
4127,-122.41736733,37.7828626237
4128,-122.421663714,37.787075404
4129,-122.416829148,37.7881786971
4130,-122.413798416,37.7856297942
4131,-122.410768766,37.783214519
4132,-122.410768766,37.783214519
4133,-122.410768766,37.783214519
4134,-122.407244087,37.7865647608
4135,-122.407244087,37.7865647608
4136,-122.411800135,37.7840890367
4137,-122.420120319,37.7877570602
4138,-122.415088721,37.7836719564
4139,-122.415694922,37.7825851968
4140,-122.407244087,37.7865647608
4141,-122.407633521,37.7841893501
4142,-122.40743499,37.7875158742
4143,-122.413988842,37.7865685407
4144,-122.414971183,37.7869870915
4145,-122.423519117,37.7875634697
4146,-122.407633521,37.7841893501
4147,-122.416452066,37.7863086886
4148,-122.417107256,37.7853238292
4149,-122.410955249,37.784139951
4150,-122.418467748,37.787965257
4151,-122.414217804,37.7832593295
4152,-122.40985373,37.7833862379
4153,-122.407591091,37.7883401187
4154,-122.417641343,37.787173525
4155,-122.411661324,37.7880416923
4156,-122.414242956,37.7837240254
4157,-122.413609329,37.7846969079
4158,-122.413609329,37.7846969079
4159,-122.413609329,37.7846969079
4160,-122.415694922,37.7825851968
4161,-122.415694922,37.7825851968
4162,-122.423217674,37.7864017954
4163,-122.418090767,37.7861007452
4164,-122.418090767,37.7861007452
4165,-122.410955249,37.784139951
4166,-122.410955249,37.784139951
4167,-122.409256096,37.7882398998
4168,-122.421203512,37.7854812046
4169,-122.411593096,37.7830529511
4170,-122.407244087,37.7865647608
4171,-122.422654163,37.7836201224
4172,-122.409234145,37.7881314365
4173,-122.417903978,37.7851670876
4174,-122.417903978,37.7851670876
4175,-122.417903978,37.7851670876
4176,-122.408421117,37.7835699387
4177,-122.421395819,37.7856843389
4178,-122.411800135,37.7840890367
4179,-122.411800135,37.7840890367
4180,-122.419834939,37.7863580363
4181,-122.419834939,37.7863580363
4182,-122.419834939,37.7863580363
4183,-122.420078494,37.7835214867
4184,-122.406690592,37.7852071918
4185,-122.406690592,37.7852071918
4186,-122.408068345,37.7839916768
4187,-122.421667086,37.7828419848
4188,-122.421667086,37.7828419848
4189,-122.421667086,37.7828419848
4190,-122.414619687,37.7855830588
4191,-122.40985373,37.7833862379
4192,-122.40985373,37.7833862379
4193,-122.419203004,37.7874378309
4194,-122.416452066,37.7863086886
4195,-122.41203236,37.7878854896
4196,-122.417641343,37.787173525
4197,-122.413358051,37.7876637196
4198,-122.423309337,37.7868672752
4199,-122.40985373,37.7833862379
4200,-122.411742516,37.7858882195
4201,-122.419858277,37.7861371252
4202,-122.416099194,37.7849300263
4203,-122.410135236,37.7841889075
4204,-122.416829148,37.7881786971
4205,-122.409313111,37.7843478513
4206,-122.408384276,37.7878271137
4207,-122.407854235,37.7854922045
4208,-122.407633521,37.7841893501
4209,-122.40985373,37.7833862379
4210,-122.416710734,37.7833570391
4211,-122.421092282,37.7849996427
4212,-122.408231026,37.787359495
4213,-122.41382007,37.785738295
4214,-122.419930112,37.7868262082
4215,-122.41289925,37.7850974904
4216,-122.407591091,37.7883401187
4217,-122.413135716,37.7862599043
4218,-122.413135716,37.7862599043
4219,-122.416032977,37.7883351248
4220,-122.412414264,37.7830037965
4221,-122.412414264,37.7830037965
4222,-122.41736733,37.7828626237
4223,-122.41736733,37.7828626237
4224,-122.41736733,37.7828626237
4225,-122.421195222,37.7847536578
4226,-122.420211965,37.7882225424
4227,-122.408201657,37.7868849113
4228,-122.408201657,37.7868849113
4229,-122.408201657,37.7868849113
4230,-122.420326994,37.7884521578
4231,-122.420326994,37.7884521578
4232,-122.421203512,37.7854812046
4233,-122.420326994,37.7884521578
4234,-122.410768766,37.783214519
4235,-122.410768766,37.783214519
4236,-122.410768766,37.783214519
4237,-122.420261938,37.7844541271
4238,-122.420326994,37.7884521578
4239,-122.41834667,37.7877356891
4240,-122.420326994,37.7884521578
4241,-122.413135716,37.7862599043
4242,-122.421572274,37.7866181601
4243,-122.420211965,37.7882225424
4244,-122.40840386,37.7882933915
4245,-122.406775392,37.7884982866
4246,-122.411593096,37.7830529511
4247,-122.409536663,37.7826911213
4248,-122.408519707,37.7864044708
4249,-122.421195222,37.7847536578
4250,-122.415336129,37.7854364799
4251,-122.415336129,37.7854364799
4252,-122.415336129,37.7854364799
4253,-122.410135236,37.7841889075
4254,-122.410135236,37.7841889075
4255,-122.408068345,37.7839916768
4256,-122.416732163,37.7834655674
4257,-122.408231026,37.787359495
4258,-122.408231026,37.787359495
4259,-122.406690592,37.7852071918
4260,-122.415066876,37.7835634796
4261,-122.407545856,37.7844011795
4262,-122.412414264,37.7830037965
4263,-122.412414264,37.7830037965
4264,-122.412414264,37.7830037965
4265,-122.412414264,37.7830037965
4266,-122.412414264,37.7830037965
4267,-122.412414264,37.7830037965
4268,-122.408068345,37.7839916768
4269,-122.414179437,37.7875024832
4270,-122.406690592,37.7852071918
4271,-122.420191295,37.7838703921
4272,-122.421092282,37.7849996427
4273,-122.409055191,37.7871979591
4274,-122.416261837,37.7853750846
4275,-122.406690592,37.7852071918
4276,-122.419104425,37.7868764842
4277,-122.413298481,37.7870578243
4278,-122.419739838,37.78589261
4279,-122.415088721,37.7836719564
4280,-122.412784097,37.784865694
4281,-122.421096797,37.7842937803
4282,-122.413988842,37.7865685407
4283,-122.407591091,37.7883401187
4284,-122.407707096,37.7851034546
4285,-122.412755326,37.7867259286
4286,-122.412755326,37.7867259286
4287,-122.41203236,37.7878854896
4288,-122.415088721,37.7836719564
4289,-122.409055191,37.7871979591
4290,-122.409686192,37.7862042105
4291,-122.423031175,37.7854818747
4292,-122.407845374,37.785094321
4293,-122.407845374,37.785094321
4294,-122.408421117,37.7835699387
4295,-122.408421117,37.7835699387
4296,-122.408421117,37.7835699387
4297,-122.407633521,37.7841893501
4298,-122.408384276,37.7878271137
4299,-122.423217674,37.7864017954
4300,-122.407633521,37.7841893501
4301,-122.410928353,37.7836778741
4302,-122.410928353,37.7836778741
4303,-122.420753848,37.7866670085
4304,-122.417295323,37.7862578546
4305,-122.411987644,37.7850226623
4306,-122.408595111,37.7837069302
4307,-122.407633521,37.7841893501
4308,-122.407633521,37.7841893501
4309,-122.407633521,37.7841893501
4310,-122.414433155,37.7846576329
4311,-122.414593832,37.785119984
4312,-122.40985373,37.7833862379
4313,-122.411540448,37.7874098357
4314,-122.409499861,37.7852842684
4315,-122.419950058,37.7865904778
4316,-122.419950058,37.7865904778
4317,-122.410955249,37.784139951
4318,-122.423598601,37.788279963
4319,-122.411965795,37.784914186
4320,-122.410157074,37.7842973843
4321,-122.420021471,37.7872807076
4322,-122.415066876,37.7835634796
4323,-122.416829148,37.7881786971
4324,-122.420326994,37.7884521578
4325,-122.409708424,37.7828276499
4326,-122.409708424,37.7828276499
4327,-122.419317324,37.7879136979
4328,-122.419317324,37.7879136979
4329,-122.414081138,37.7832767266
4330,-122.420231591,37.787980962
4331,-122.421096797,37.7842937803
4332,-122.408595111,37.7837069302
4333,-122.407633521,37.7841893501
4334,-122.407633521,37.7841893501
4335,-122.40985373,37.7833862379
4336,-122.408068345,37.7839916768
4337,-122.408496298,37.7862961905
4338,-122.423404604,37.7873381902
4339,-122.409686192,37.7862042105
4340,-122.419458073,37.7844990198
4341,-122.407612885,37.788448602
4342,-122.407845374,37.785094321
4343,-122.408014493,37.7859507768
4344,-122.408014493,37.7859507768
4345,-122.408014493,37.7859507768
4346,-122.421096797,37.7842937803
4347,-122.416099194,37.7849300263
4348,-122.413358051,37.7876637196
4349,-122.413358051,37.7876637196
4350,-122.413358051,37.7876637196
4351,-122.413259499,37.7829514829
4352,-122.413259499,37.7829514829
4353,-122.41820187,37.7863251027
4354,-122.406690592,37.7852071918
4355,-122.410928353,37.7836778741
4356,-122.407612885,37.788448602
4357,-122.42217298,37.7851667232
4358,-122.419183096,37.7830998245
4359,-122.422840795,37.7845455355
4360,-122.413259499,37.7829514829
4361,-122.417641343,37.787173525
4362,-122.417641343,37.787173525
4363,-122.407633521,37.7841893501
4364,-122.419366295,37.7840280452
4365,-122.410509259,37.7860432223
4366,-122.423049038,37.7852397067
4367,-122.409708424,37.7828276499
4368,-122.409708424,37.7828276499
4369,-122.420375368,37.7848006212
4370,-122.420375368,37.7848006212
4371,-122.411800135,37.7840890367
4372,-122.411800135,37.7840890367
4373,-122.408384276,37.7878271137
4374,-122.408068345,37.7839916768
4375,-122.410530908,37.7861517237
4376,-122.410530908,37.7861517237
4377,-122.412249768,37.7825563302
4378,-122.412249768,37.7825563302
4379,-122.412249768,37.7825563302
4380,-122.412249768,37.7825563302
4381,-122.408040475,37.7864094034
4382,-122.418182398,37.7865662291
4383,-122.411800135,37.7840890367
4384,-122.421667086,37.7828419848
4385,-122.407591091,37.7883401187
4386,-122.420571111,37.7857331121
4387,-122.412597377,37.7839320277
4388,-122.413609329,37.7846969079
4389,-122.410791678,37.783695227
4390,-122.407877788,37.7859680077
4391,-122.406690592,37.7852071918
4392,-122.407845374,37.785094321
4393,-122.407829844,37.7826402568
4394,-122.407829844,37.7826402568
4395,-122.407829844,37.7826402568
4396,-122.414242956,37.7837240254
4397,-122.410791678,37.783695227
4398,-122.414809966,37.7865194112
4399,-122.414809966,37.7865194112
4400,-122.414809966,37.7865194112
4401,-122.414809966,37.7865194112
4402,-122.414809966,37.7865194112
4403,-122.414809966,37.7865194112
4404,-122.413631253,37.7848053746
4405,-122.412784097,37.784865694
4406,-122.409268441,37.7837998724
4407,-122.417921891,37.7849295213
4408,-122.421477162,37.7861527352
4409,-122.414433155,37.7846576329
4410,-122.407845374,37.785094321
4411,-122.420963777,37.7877046349
4412,-122.408384276,37.7878271137
4413,-122.408384276,37.7878271137
4414,-122.408384276,37.7878271137
4415,-122.408384276,37.7878271137
4416,-122.40985373,37.7833862379
4417,-122.409975934,37.7873068904
4418,-122.413631253,37.7848053746
4419,-122.413631253,37.7848053746
4420,-122.413631253,37.7848053746
4421,-122.416710734,37.7833570391
4422,-122.407244087,37.7865647608
4423,-122.407244087,37.7865647608
4424,-122.407244087,37.7865647608
4425,-122.42081833,37.7828946451
4426,-122.407633521,37.7841893501
4427,-122.411615075,37.7831614109
4428,-122.411615075,37.7831614109
4429,-122.411615075,37.7831614109
4430,-122.40840386,37.7882933915
4431,-122.409708424,37.7828276499
4432,-122.416666396,37.7877291936
4433,-122.416666396,37.7877291936
4434,-122.409055191,37.7871979591
4435,-122.416666396,37.7877291936
4436,-122.412969489,37.7839407424
4437,-122.411615075,37.7831614109
4438,-122.419366295,37.7840280452
4439,-122.4119339,37.7868307303
4440,-122.415885066,37.7835160564
4441,-122.415885066,37.7835160564
4442,-122.415885066,37.7835160564
4443,-122.410530908,37.7861517237
4444,-122.415160494,37.7879211003
4445,-122.408040475,37.7864094034
4446,-122.408040475,37.7864094034
4447,-122.41436811,37.7884368261
4448,-122.41436811,37.7884368261
4449,-122.41436811,37.7884368261
4450,-122.41436811,37.7884368261
4451,-122.41436811,37.7884368261
4452,-122.41436811,37.7884368261
4453,-122.408068345,37.7839916768
4454,-122.408068345,37.7839916768
4455,-122.408068345,37.7839916768
4456,-122.417903978,37.7851670876
4457,-122.417903978,37.7851670876
4458,-122.417903978,37.7851670876
4459,-122.410135236,37.7841889075
4460,-122.410135236,37.7841889075
4461,-122.410135236,37.7841889075
4462,-122.41664237,37.7872450378
4463,-122.410157074,37.7842973843
4464,-122.421477162,37.7861527352
4465,-122.421477162,37.7861527352
4466,-122.413631253,37.7848053746
4467,-122.412970538,37.7857883767
4468,-122.410721626,37.7870966496
4469,-122.40985373,37.7833862379
4470,-122.408953598,37.7832878736
4471,-122.408953598,37.7832878736
4472,-122.40985373,37.7833862379
4473,-122.418090767,37.7861007452
4474,-122.418090767,37.7861007452
4475,-122.42173419,37.7882961276
4476,-122.409155387,37.7863245886
4477,-122.409256096,37.7882398998
4478,-122.407633521,37.7841893501
4479,-122.412414264,37.7830037965
4480,-122.412414264,37.7830037965
4481,-122.410979176,37.784625435
4482,-122.408270724,37.7854941424
4483,-122.408270724,37.7854941424
4484,-122.408270724,37.7854941424
4485,-122.408231026,37.787359495
4486,-122.40840386,37.7882933915
4487,-122.41203236,37.7878854896
4488,-122.412970538,37.7857883767
4489,-122.419366295,37.7840280452
4490,-122.413790973,37.7838365565
4491,-122.413790973,37.7838365565
4492,-122.413790973,37.7838365565
4493,-122.410768766,37.783214519
4494,-122.419183096,37.7830998245
4495,-122.41382007,37.785738295
4496,-122.417295323,37.7862578546
4497,-122.418562097,37.7841847091
4498,-122.409925328,37.787764099
4499,-122.417273345,37.7861493948
4500,-122.417273345,37.7861493948
4501,-122.414217804,37.7832593295
4502,-122.414217804,37.7832593295
4503,-122.416075285,37.7844496613
4504,-122.41382007,37.785738295
4505,-122.411857033,37.788323545
4506,-122.411857033,37.788323545
4507,-122.421092282,37.7849996427
4508,-122.41891839,37.7859407304
4509,-122.412784097,37.784865694
4510,-122.410157074,37.7842973843
4511,-122.420211965,37.7882225424
4512,-122.410509259,37.7860432223
4513,-122.410509259,37.7860432223
4514,-122.408384276,37.7878271137
4515,-122.411800135,37.7840890367
4516,-122.411800135,37.7840890367
4517,-122.411800135,37.7840890367
4518,-122.41436811,37.7884368261
4519,-122.415414179,37.784476659
4520,-122.415414179,37.784476659
4521,-122.415414179,37.784476659
4522,-122.422749208,37.7840828008
4523,-122.409708424,37.7828276499
4524,-122.40985373,37.7833862379
4525,-122.410135236,37.7841889075
4526,-122.407244087,37.7865647608
4527,-122.407244087,37.7865647608
4528,-122.408068345,37.7839916768
4529,-122.406850401,37.7855610975
4530,-122.407633521,37.7841893501
4531,-122.408014493,37.7859507768
4532,-122.408014493,37.7859507768
4533,-122.410721626,37.7870966496
4534,-122.412414264,37.7830037965
4535,-122.409925328,37.787764099
4536,-122.412314068,37.7863639409
4537,-122.420326994,37.7884521578
4538,-122.409925328,37.787764099
4539,-122.413631253,37.7848053746
4540,-122.419366295,37.7840280452
4541,-122.407845374,37.785094321
4542,-122.411800135,37.7840890367
4543,-122.416261837,37.7853750846
4544,-122.412658073,37.787806501
4545,-122.410157074,37.7842973843
4546,-122.409925328,37.787764099
4547,-122.419930112,37.7868262082
4548,-122.415694922,37.7825851968
4549,-122.416459785,37.7860170555
4550,-122.41664237,37.7872450378
4551,-122.41664237,37.7872450378
4552,-122.41664237,37.7872450378
4553,-122.421477162,37.7861527352
4554,-122.408064958,37.786902182
4555,-122.408068345,37.7839916768
4556,-122.412784097,37.784865694
4557,-122.411987644,37.7850226623
4558,-122.415066876,37.7835634796
4559,-122.408068345,37.7839916768
4560,-122.413790973,37.7838365565
4561,-122.410955249,37.784139951
4562,-122.410955249,37.784139951
4563,-122.410955249,37.784139951
4564,-122.42081833,37.7828946451
4565,-122.408384276,37.7878271137
4566,-122.411800135,37.7840890367
4567,-122.411800135,37.7840890367
4568,-122.411800135,37.7840890367
4569,-122.411800135,37.7840890367
4570,-122.411800135,37.7840890367
4571,-122.412573643,37.7834687205
4572,-122.412573643,37.7834687205
4573,-122.417672924,37.7881242734
4574,-122.421092282,37.7849996427
4575,-122.40743499,37.7875158742
4576,-122.409336822,37.7848337316
4577,-122.418382009,37.7832583771
4578,-122.408068345,37.7839916768
4579,-122.413410239,37.7882937823
4580,-122.413410239,37.7882937823
4581,-122.410791678,37.783695227
4582,-122.410791678,37.783695227
4583,-122.416893711,37.784286048
4584,-122.411718823,37.7883334256
4585,-122.42013616,37.7875096259
4586,-122.420326994,37.7884521578
4587,-122.411267315,37.7872031884
4588,-122.409473497,37.7848163651
4589,-122.419620657,37.7856722864
4590,-122.419620657,37.7856722864
4591,-122.412784097,37.784865694
4592,-122.412784097,37.784865694
4593,-122.412784097,37.784865694
4594,-122.419183096,37.7830998245
4595,-122.419183096,37.7830998245
4596,-122.411141948,37.7850736197
4597,-122.409055191,37.7871979591
4598,-122.409055191,37.7871979591
4599,-122.412930522,37.7838344374
4600,-122.417295323,37.7862578546
4601,-122.40840386,37.7882933915
4602,-122.407244087,37.7865647608
4603,-122.407244087,37.7865647608
4604,-122.418562097,37.7841847091
4605,-122.422840795,37.7845455355
4606,-122.408269031,37.7853831106
4607,-122.421477162,37.7861527352
4608,-122.410791678,37.783695227
4609,-122.409499861,37.7852842684
4610,-122.409256096,37.7882398998
4611,-122.409256096,37.7882398998
4612,-122.408068345,37.7839916768
4613,-122.408068345,37.7839916768
4614,-122.408201657,37.7868849113
4615,-122.409686192,37.7862042105
4616,-122.412563219,37.7857850619
4617,-122.411615075,37.7831614109
4618,-122.417903978,37.7851670876
4619,-122.411615075,37.7831614109
4620,-122.414010815,37.7866770011
4621,-122.411615075,37.7831614109
4622,-122.417903978,37.7851670876
4623,-122.413135716,37.7862599043
4624,-122.408231026,37.787359495
4625,-122.411778296,37.7839805593
4626,-122.41768801,37.7844817572
4627,-122.418562097,37.7841847091
4628,-122.408068345,37.7839916768
4629,-122.408384276,37.7878271137
4630,-122.413358051,37.7876637196
4631,-122.417650682,37.7880158477
4632,-122.411141948,37.7850736197
4633,-122.40840386,37.7882933915
4634,-122.412414264,37.7830037965
4635,-122.415357787,37.7855449804
4636,-122.417530697,37.783310754
4637,-122.417530697,37.783310754
4638,-122.411800135,37.7840890367
4639,-122.413174494,37.7867190156
4640,-122.411615075,37.7831614109
4641,-122.411615075,37.7831614109
4642,-122.411615075,37.7831614109
4643,-122.411615075,37.7831614109
4644,-122.417641343,37.787173525
4645,-122.40865847,37.7826632208
4646,-122.40865847,37.7826632208
4647,-122.407612885,37.788448602
4648,-122.411615075,37.7831614109
4649,-122.414878559,37.7826335032
4650,-122.409473497,37.7848163651
4651,-122.409473497,37.7848163651
4652,-122.409473497,37.7848163651
4653,-122.421195222,37.7847536578
4654,-122.408421117,37.7835699387
4655,-122.419020964,37.7826529761
4656,-122.413056449,37.7876453112
4657,-122.413056449,37.7876453112
4658,-122.413056449,37.7876453112
4659,-122.421011928,37.7838226942
4660,-122.407633521,37.7841893501
4661,-122.408648589,37.7849124714
4662,-122.40985373,37.7833862379
4663,-122.409256096,37.7882398998
4664,-122.408014493,37.7859507768
4665,-122.408014493,37.7859507768
4666,-122.414593832,37.785119984
4667,-122.42081833,37.7828946451
4668,-122.410791678,37.783695227
4669,-122.411742516,37.7858882195
4670,-122.410768766,37.783214519
4671,-122.407845374,37.785094321
4672,-122.409055191,37.7871979591
4673,-122.418562843,37.7884306841
4674,-122.409055191,37.7871979591
4675,-122.409055191,37.7871979591
4676,-122.415414179,37.784476659
4677,-122.411615075,37.7831614109
4678,-122.408040475,37.7864094034
4679,-122.416261837,37.7853750846
4680,-122.416710734,37.7833570391
4681,-122.41382007,37.785738295
4682,-122.410955249,37.784139951
4683,-122.410955249,37.784139951
4684,-122.410955249,37.784139951
4685,-122.407633521,37.7841893501
4686,-122.421395819,37.7856843389
4687,-122.407591091,37.7883401187
4688,-122.408231026,37.787359495
4689,-122.407244087,37.7865647608
4690,-122.407244087,37.7865647608
4691,-122.407244087,37.7865647608
4692,-122.407244087,37.7865647608
4693,-122.407244087,37.7865647608
4694,-122.408068345,37.7839916768
4695,-122.407591091,37.7883401187
4696,-122.419104425,37.7868764842
4697,-122.408595111,37.7837069302
4698,-122.418445946,37.7882184508
4699,-122.418562843,37.7884306841
4700,-122.410135236,37.7841889075
4701,-122.415160494,37.7879211003
4702,-122.410157074,37.7842973843
4703,-122.410768766,37.783214519
4704,-122.413174494,37.7867190156
4705,-122.408384276,37.7878271137
4706,-122.414433155,37.7846576329
4707,-122.408953598,37.7832878736
4708,-122.410157074,37.7842973843
4709,-122.422840795,37.7845455355
4710,-122.410157074,37.7842973843
4711,-122.410157074,37.7842973843
4712,-122.410157074,37.7842973843
4713,-122.410157074,37.7842973843
4714,-122.41499672,37.7874530734
4715,-122.417903978,37.7851670876
4716,-122.417903978,37.7851670876
4717,-122.411593096,37.7830529511
4718,-122.411593096,37.7830529511
4719,-122.409313111,37.7843478513
4720,-122.408384276,37.7878271137
4721,-122.421011928,37.7838226942
4722,-122.415414179,37.784476659
4723,-122.415414179,37.784476659
4724,-122.415414179,37.784476659
4725,-122.419183096,37.7830998245
4726,-122.407413026,37.7874074125
4727,-122.407845374,37.785094321
4728,-122.406690592,37.7852071918
4729,-122.406690592,37.7852071918
4730,-122.412414264,37.7830037965
4731,-122.409256096,37.7882398998
4732,-122.421861006,37.7880116319
4733,-122.419930112,37.7868262082
4734,-122.409876623,37.787148808
4735,-122.407244087,37.7865647608
4736,-122.414900545,37.7827419624
4737,-122.414900545,37.7827419624
4738,-122.407222441,37.7864562588
4739,-122.408068345,37.7839916768
4740,-122.409268441,37.7837998724
4741,-122.408421117,37.7835699387
4742,-122.408068345,37.7839916768
4743,-122.407382687,37.7833716368
4744,-122.420240108,37.7843456491
4745,-122.420941906,37.7875961622
4746,-122.408648589,37.7849124714
4747,-122.410768766,37.783214519
4748,-122.410768766,37.783214519
4749,-122.419104425,37.7868764842
4750,-122.416829148,37.7881786971
4751,-122.416614061,37.786777956
4752,-122.41464541,37.7860688365
4753,-122.41464541,37.7860688365
4754,-122.41464541,37.7860688365
4755,-122.407845374,37.785094321
4756,-122.407845374,37.785094321
4757,-122.421096797,37.7842937803
4758,-122.418293312,37.7867935564
4759,-122.413174494,37.7867190156
4760,-122.412010488,37.7877770164
4761,-122.408953598,37.7832878736
4762,-122.410955249,37.784139951
4763,-122.410955249,37.784139951
4764,-122.415694922,37.7825851968
4765,-122.415066876,37.7835634796
4766,-122.416710734,37.7833570391
4767,-122.416710734,37.7833570391
4768,-122.416710734,37.7833570391
4769,-122.409129634,37.7838066631
4770,-122.410135236,37.7841889075
4771,-122.408421117,37.7835699387
4772,-122.408421117,37.7835699387
4773,-122.408421117,37.7835699387
4774,-122.409336822,37.7848337316
4775,-122.408231026,37.787359495
4776,-122.415694922,37.7825851968
4777,-122.417903978,37.7851670876
4778,-122.417903978,37.7851670876
4779,-122.421441956,37.7868516471
4780,-122.417710345,37.7842362878
4781,-122.421441956,37.7868516471
4782,-122.419104425,37.7868764842
4783,-122.419104425,37.7868764842
4784,-122.407845374,37.785094321
4785,-122.41736733,37.7828626237
4786,-122.410157074,37.7842973843
4787,-122.410157074,37.7842973843
4788,-122.416829148,37.7881786971
4789,-122.408270724,37.7854941424
4790,-122.412930522,37.7838344374
4791,-122.408068345,37.7839916768
4792,-122.415336129,37.7854364799
4793,-122.415336129,37.7854364799
4794,-122.41891839,37.7859407304
4795,-122.408496298,37.7862961905
4796,-122.408496298,37.7862961905
4797,-122.414056292,37.7827931071
4798,-122.414056292,37.7827931071
4799,-122.414056292,37.7827931071
4800,-122.421096797,37.7842937803
4801,-122.418562097,37.7841847091
4802,-122.408231026,37.787359495
4803,-122.410791678,37.783695227
4804,-122.410791678,37.783695227
4805,-122.410955249,37.784139951
4806,-122.408231026,37.787359495
4807,-122.414056292,37.7827931071
4808,-122.40743499,37.7875158742
4809,-122.407612885,37.788448602
4810,-122.420021471,37.7872807076
4811,-122.420021471,37.7872807076
4812,-122.410955249,37.784139951
4813,-122.410955249,37.784139951
4814,-122.410955249,37.784139951
4815,-122.409756224,37.7869126924
4816,-122.409756224,37.7869126924
4817,-122.419549569,37.7849590113
4818,-122.409925328,37.787764099
4819,-122.409925328,37.787764099
4820,-122.412755326,37.7867259286
4821,-122.418940111,37.786049223
4822,-122.412414264,37.7830037965
4823,-122.412414264,37.7830037965
4824,-122.412414264,37.7830037965
4825,-122.41499672,37.7874530734
4826,-122.421092282,37.7849996427
4827,-122.410157074,37.7842973843
4828,-122.411702003,37.7878718776
4829,-122.407244087,37.7865647608
4830,-122.407244087,37.7865647608
4831,-122.410345341,37.785230999
4832,-122.409234145,37.7881314365
4833,-122.41151882,37.7869408999
4834,-122.407244087,37.7865647608
4835,-122.406690592,37.7852071918
4836,-122.406775392,37.7884982866
4837,-122.409268441,37.7837998724
4838,-122.419834939,37.7863580363
4839,-122.419834939,37.7863580363
4840,-122.416893711,37.784286048
4841,-122.408014493,37.7859507768
4842,-122.408014493,37.7859507768
4843,-122.408014493,37.7859507768
4844,-122.408014493,37.7859507768
4845,-122.408014493,37.7859507768
4846,-122.412573643,37.7834687205
4847,-122.412573643,37.7834687205
4848,-122.407244087,37.7865647608
4849,-122.41203236,37.7878854896
4850,-122.408068345,37.7839916768
4851,-122.415885066,37.7835160564
4852,-122.415885066,37.7835160564
