,inter1,inter2,node,x_loc,y_loc
0,1ST ST,BUSH ST,1ST ST | BUSH ST | ,37.791053,-122.399187
14005,PIERCE ST,BEACH ST,"PIERCE ST | BEACH ST | PIERCE ST, CAPRA WAY,BEACH ST, CERVANTES BLVD,BEACH ST, AVILA ST",37.803964,-122.440196
14007,PIERPOINT LN,BRIDGEVIEW WAY,"PIERPOINT LN | BRIDGEVIEW WAY | PIERPOINT LN, END,PIERPOINT LN, END,BRIDGEVIEW WAY, MISSION BAY BLVD,BRIDGEVIEW WAY, SOUTH ST",37.769893,-122.387707
14015,PINE ST,FRONT ST,"PINE ST | FRONT ST | PINE ST, BEALE ST,PINE ST, BATTERY ST,FRONT ST, FREMONT ST,FRONT ST, CALIFORNIA ST",37.792427,-122.398612
14016,PINE ST,BATTERY ST,"PINE ST | BATTERY ST | PINE ST, FRONT ST,PINE ST, SANSOME ST,BATTERY ST, BUSH ST,BATTERY ST, CALIFORNIA ST",37.792263,-122.399797
14017,PINE ST,SANSOME ST,"PINE ST | SANSOME ST | PINE ST, BATTERY ST,PINE ST, CENTURY PL,SANSOME ST, BUSH ST,SANSOME ST, CALIFORNIA ST",37.792134,-122.400982
14018,PINE ST,CENTURY PL,"PINE ST | CENTURY PL | PINE ST, SANSOME ST,PINE ST, LEIDESDORFF ST,CENTURY PL, END",37.792030,-122.401662
14019,PINE ST,LEIDESDORFF ST,"PINE ST | LEIDESDORFF ST | PINE ST, CENTURY PL,PINE ST, EXCHANGE PL,LEIDESDORFF ST, CALIFORNIA ST",37.792015,-122.401785
14021,PINE ST,PETRARCH PL,"PINE ST | PETRARCH PL | PINE ST, EXCHANGE PL,PINE ST, MONTGOMERY ST,PETRARCH PL, BUSH ST",37.791956,-122.402224
14022,PINE ST,MONTGOMERY ST,"PINE ST | MONTGOMERY ST | PINE ST, PETRARCH PL,PINE ST, BELDEN ST,MONTGOMERY ST, BUSH ST,MONTGOMERY ST, CALIFORNIA ST",37.791905,-122.402612
14024,PINE ST,KEARNY ST,"PINE ST | KEARNY ST | PINE ST, BELDEN ST,PINE ST, SAINT GEORGE ALY,KEARNY ST, BUSH ST,KEARNY ST, CALIFORNIA ST",37.791698,-122.404260
14026,PINE ST,QUINCY ST,"PINE ST | QUINCY ST | PINE ST, SAINT GEORGE ALY,PINE ST, GRANT AVE,QUINCY ST, END,QUINCY ST, CALIFORNIA ST",37.791563,-122.405481
14027,PINE ST,GRANT AVE,"PINE ST | GRANT AVE | PINE ST, QUINCY ST,PINE ST, STOCKTON ST,GRANT AVE, BUSH ST,GRANT AVE, VINTON CT",37.791523,-122.405780
14028,PINE ST,STOCKTON ST,"PINE ST | STOCKTON ST | PINE ST, GRANT AVE,PINE ST, DASHIELL HAMMETT ST,STOCKTON ST, EMMA ST,STOCKTON ST, CALIFORNIA ST",37.791316,-122.407361
14029,PINE ST,DASHIELL HAMMETT ST,"PINE ST | DASHIELL HAMMETT ST | PINE ST, STOCKTON ST,PINE ST, POWELL ST,DASHIELL HAMMETT ST, BUSH ST",37.791233,-122.408060
14030,PINE ST,POWELL ST,"PINE ST | POWELL ST | PINE ST, DASHIELL HAMMETT ST,PINE ST, MASON ST,POWELL ST, FELLA PL,POWELL ST, CALIFORNIA ST",37.791121,-122.409015
14031,PINE ST,MASON ST,"PINE ST | MASON ST | PINE ST, POWELL ST,PINE ST, VINE TER,MASON ST, HOOKER ALY,MASON ST, NOB HILL PL",37.790903,-122.410631
14033,PINE ST,TAYLOR ST,"PINE ST | TAYLOR ST | PINE ST, VINE TER,PINE ST, JONES ST,TAYLOR ST, MULFORD ALY,TAYLOR ST, CALIFORNIA ST",37.790685,-122.412284
14034,PINE ST,JONES ST,"PINE ST | JONES ST | PINE ST, TAYLOR ST,PINE ST, TOUCHARD ST,JONES ST, BUSH ST,JONES ST, CALIFORNIA ST",37.790474,-122.413914
14035,PINE ST,TOUCHARD ST,"PINE ST | TOUCHARD ST | PINE ST, JONES ST,PINE ST, LEAVENWORTH ST,TOUCHARD ST, END",37.790378,-122.414719
14036,PINE ST,LEAVENWORTH ST,"PINE ST | LEAVENWORTH ST | PINE ST, TOUCHARD ST,PINE ST, HYDE ST,LEAVENWORTH ST, BUSH ST,LEAVENWORTH ST, CALIFORNIA ST",37.790271,-122.415564
14037,PINE ST,HYDE ST,"PINE ST | HYDE ST | PINE ST, LEAVENWORTH ST,PINE ST, LARKIN ST,HYDE ST, BUSH ST,HYDE ST, CALIFORNIA ST",37.790063,-122.417235
14038,PINE ST,LARKIN ST,"PINE ST | LARKIN ST | PINE ST, HYDE ST,PINE ST, POLK ST,LARKIN ST, FRANK NORRIS ST,LARKIN ST, CALIFORNIA ST",37.789845,-122.418873
14039,PINE ST,POLK ST,"PINE ST | POLK ST | PINE ST, LARKIN ST,PINE ST, VAN NESS AVE,POLK ST, AUSTIN ST,POLK ST, CALIFORNIA ST",37.789649,-122.420512
14040,PINE ST,VAN NESS AVE,"PINE ST | VAN NESS AVE | PINE ST, POLK ST,PINE ST, FRANKLIN ST,VAN NESS AVE, AUSTIN ST,VAN NESS AVE, AUSTIN ST",37.789444,-122.422084
14041,PINE ST,FRANKLIN ST,"PINE ST | FRANKLIN ST | PINE ST, VAN NESS AVE,PINE ST, GOUGH ST,FRANKLIN ST, AUSTIN ST,FRANKLIN ST, CALIFORNIA ST",37.789213,-122.423809
14042,PINE ST,GOUGH ST,"PINE ST | GOUGH ST | PINE ST, FRANKLIN ST,PINE ST, OCTAVIA ST,GOUGH ST, AUSTIN ST,GOUGH ST, CALIFORNIA ST",37.788990,-122.425461
14043,PINE ST,OCTAVIA ST,"PINE ST | OCTAVIA ST | PINE ST, GOUGH ST,PINE ST, LAGUNA ST,OCTAVIA ST, AUSTIN ST,OCTAVIA ST, CALIFORNIA ST",37.788781,-122.427100
14044,PINE ST,LAGUNA ST,"PINE ST | LAGUNA ST | PINE ST, OCTAVIA ST,PINE ST, BUCHANAN ST,LAGUNA ST, BUSH ST,LAGUNA ST, CALIFORNIA ST",37.788577,-122.428733
14045,PINE ST,BUCHANAN ST,"PINE ST | BUCHANAN ST | PINE ST, LAGUNA ST,PINE ST, WEBSTER ST,BUCHANAN ST, BUSH ST,BUCHANAN ST, CALIFORNIA ST",37.788376,-122.430341
14046,PINE ST,WEBSTER ST,"PINE ST | WEBSTER ST | PINE ST, BUCHANAN ST,PINE ST, ORBEN PL,WEBSTER ST, WILMOT ST,WEBSTER ST, CALIFORNIA ST",37.788164,-122.432007
14047,PINE ST,ORBEN PL,"PINE ST | ORBEN PL | PINE ST, WEBSTER ST,PINE ST, FILLMORE ST,ORBEN PL, CALIFORNIA ST",37.788061,-122.432800
14048,PINE ST,FILLMORE ST,"PINE ST | FILLMORE ST | PINE ST, ORBEN PL,PINE ST, STEINER ST,FILLMORE ST, WILMOT ST,FILLMORE ST, CALIFORNIA ST",37.787966,-122.433681
14049,PINE ST,STEINER ST,"PINE ST | STEINER ST | PINE ST, FILLMORE ST,PINE ST, PIERCE ST,STEINER ST, WILMOT ST,STEINER ST, CALIFORNIA ST",37.787742,-122.435270
14050,PINE ST,PIERCE ST,"PINE ST | PIERCE ST | PINE ST, STEINER ST,PINE ST, SCOTT ST,PIERCE ST, BUSH ST,PIERCE ST, CALIFORNIA ST",37.787538,-122.436922
14051,PINE ST,SCOTT ST,"PINE ST | SCOTT ST | PINE ST, PIERCE ST,PINE ST, DIVISADERO ST,SCOTT ST, BUSH ST,SCOTT ST, CALIFORNIA ST",37.787325,-122.438582
14052,PINE ST,DIVISADERO ST,"PINE ST | DIVISADERO ST | PINE ST, SCOTT ST,PINE ST, BRODERICK ST,DIVISADERO ST, BUSH ST,DIVISADERO ST, CALIFORNIA ST",37.787119,-122.440260
14053,PINE ST,BRODERICK ST,"PINE ST | BRODERICK ST | PINE ST, DIVISADERO ST,PINE ST, BAKER ST,BRODERICK ST, BUSH ST,BRODERICK ST, CALIFORNIA ST",37.786897,-122.441902
14054,PINE ST,BAKER ST,"PINE ST | BAKER ST | PINE ST, BRODERICK ST,PINE ST, LYON ST,BAKER ST, BUSH ST,BAKER ST, CALIFORNIA ST",37.786690,-122.443558
14055,PINE ST,LYON ST,"PINE ST | LYON ST | PINE ST, BAKER ST,PINE ST, MASONIC AVE,LYON ST, BUSH ST,LYON ST, CALIFORNIA ST",37.786476,-122.445219
14056,PINE ST,MASONIC AVE,"PINE ST | MASONIC AVE | PINE ST, LYON ST,MASONIC AVE, EUCLID AVE",37.786290,-122.446629
14057,PINEHURST WAY,OCEAN AVE,"PINEHURST WAY | OCEAN AVE | PINEHURST WAY, KENWOOD WAY,OCEAN AVE, MANOR DR,OCEAN AVE, INGLESIDE PATH",37.726784,-122.466071
14058,PINEHURST WAY,KENWOOD WAY,"PINEHURST WAY | KENWOOD WAY | PINEHURST WAY, OCEAN AVE,PINEHURST WAY, UPLAND DR,KENWOOD WAY, FAIRFIELD WAY,KENWOOD WAY, WESTGATE DR",37.728362,-122.464735
14059,PINEHURST WAY,UPLAND DR,"PINEHURST WAY | UPLAND DR | PINEHURST WAY, KENWOOD WAY,UPLAND DR, MANOR DR,UPLAND DR, WESTGATE DR",37.729523,-122.464051
14060,PINK ALY,PEARL ST,"PINK ALY | PEARL ST | PINK ALY, END,PEARL ST, MARKET ST,PEARL ST, DUBOCE AVE",37.770675,-122.423970
14064,PINTO AVE,TAPIA DR,"PINTO AVE | TAPIA DR | PINTO AVE, ARBALLO DR,TAPIA DR, FONT BLVD,TAPIA DR, SERRANO DR",37.720397,-122.481369
14065,PINTO AVE,ARBALLO DR,"PINTO AVE | ARBALLO DR | PINTO AVE, TAPIA DR,ARBALLO DR, VIDAL DR,ARBALLO DR, ACEVEDO AVE",37.720450,-122.483031
14066,PIOCHE ST,CAMBRIDGE ST,"PIOCHE ST | CAMBRIDGE ST | PIOCHE ST, OXFORD ST,CAMBRIDGE ST, SILVER AVE,CAMBRIDGE ST, SILLIMAN ST",37.728831,-122.419409
14067,PIOCHE ST,OXFORD ST,"PIOCHE ST | OXFORD ST | PIOCHE ST, CAMBRIDGE ST,PIOCHE ST, HARVARD ST,OXFORD ST, SILVER AVE,OXFORD ST, SILLIMAN ST",37.728571,-122.420394
14068,PIOCHE ST,HARVARD ST,"PIOCHE ST | HARVARD ST | PIOCHE ST, OXFORD ST,PIOCHE ST, GAMBIER ST,HARVARD ST, SILVER AVE,HARVARD ST, SILLIMAN ST",37.728328,-122.421385
14069,PIOCHE ST,GAMBIER ST,"PIOCHE ST | GAMBIER ST | PIOCHE ST, HARVARD ST,PIOCHE ST, END,GAMBIER ST, SILVER AVE,GAMBIER ST, SILLIMAN ST",37.728067,-122.422374
14071,PIOCHE ST,MADISON ST,"PIOCHE ST | MADISON ST | PIOCHE ST, END,PIOCHE ST, MADISON ST,MADISON ST, ATHENS ST,MADISON ST, PIOCHE ST",37.727945,-122.422818
14072,PIOCHE ST,MADISON ST,"PIOCHE ST | MADISON ST | PIOCHE ST, MADISON ST,MADISON ST, ATHENS ST,MADISON ST, PIOCHE ST",37.727945,-122.422818
14073,PIPER LOOP,DEEMS RD,"PIPER LOOP | DEEMS RD | PIPER LOOP, DUDLEY RD,DEEMS RD, PIPER LOOP",37.794467,-122.463968
14075,PIPER LOOP,DEEMS RD,"PIPER LOOP | DEEMS RD | PIPER LOOP, DUDLEY RD,DEEMS RD, PIPER LOOP",37.794467,-122.463968
14076,PIXLEY ST,BUCHANAN ST,"PIXLEY ST | BUCHANAN ST | PIXLEY ST, WEBSTER ST,BUCHANAN ST, FILBERT ST,BUCHANAN ST, GREENWICH ST",37.798904,-122.432518
14077,PIXLEY ST,WEBSTER ST,"PIXLEY ST | WEBSTER ST | PIXLEY ST, BUCHANAN ST,PIXLEY ST, FILLMORE ST,WEBSTER ST, FILBERT ST,WEBSTER ST, GREENWICH ST",37.798705,-122.434159
14078,PIXLEY ST,FILLMORE ST,"PIXLEY ST | FILLMORE ST | PIXLEY ST, WEBSTER ST,PIXLEY ST, STEINER ST,FILLMORE ST, FILBERT ST,FILLMORE ST, GREENWICH ST",37.798482,-122.435817
14079,PIXLEY ST,STEINER ST,"PIXLEY ST | STEINER ST | PIXLEY ST, FILLMORE ST,STEINER ST, FILBERT ST,STEINER ST, GREENWICH ST",37.798279,-122.437409
14080,PIZARRO WAY,WESTWOOD DR,"PIZARRO WAY | WESTWOOD DR | PIZARRO WAY, NORTHWOOD DR,WESTWOOD DR, WILDWOOD WAY,WESTWOOD DR, EASTWOOD DR",37.729190,-122.458952
14081,PIZARRO WAY,NORTHWOOD DR,"PIZARRO WAY | NORTHWOOD DR | PIZARRO WAY, WESTWOOD DR,PIZARRO WAY, FAXON AVE,NORTHWOOD DR, FAXON AVE",37.729572,-122.459596
14082,PIZARRO WAY,FAXON AVE,"PIZARRO WAY | FAXON AVE | PIZARRO WAY, NORTHWOOD DR,FAXON AVE, KENWOOD WAY,FAXON AVE, END",37.729708,-122.459935
14083,PLAZA ST,MAGELLAN AVE,"PLAZA ST | MAGELLAN AVE | PLAZA ST, LAGUNA HONDA BLVD,MAGELLAN AVE, MARCELA AVE,MAGELLAN AVE, SOLA AVE",37.748686,-122.460100
14084,PLAZA ST,LAGUNA HONDA BLVD,"PLAZA ST | LAGUNA HONDA BLVD | PLAZA ST, MAGELLAN AVE,LAGUNA HONDA BLVD, CLARENDON AVE,LAGUNA HONDA BLVD, DEWEY BLVD",37.748962,-122.459580
14085,PLEASANT ST,TAYLOR ST,"PLEASANT ST | TAYLOR ST | PLEASANT ST, JONES ST,TAYLOR ST, SACRAMENTO ST,TAYLOR ST, CLAY ST",37.793018,-122.412748
14086,PLEASANT ST,JONES ST,"PLEASANT ST | JONES ST | PLEASANT ST, TAYLOR ST,JONES ST, SACRAMENTO ST,JONES ST, CLAY ST",37.792799,-122.414394
14087,PLUM ST,MISSION ST,"PLUM ST | MISSION ST | PLUM ST, SOUTH VAN NESS AVE,MISSION ST, 12TH ST,MISSION ST, HWY 101 NORTHBOUND RAMP",37.771026,-122.419657
14090,PLYMOUTH AVE,SAGAMORE ST,"PLYMOUTH AVE | SAGAMORE ST | PLYMOUTH AVE, SAN JOSE AVE,PLYMOUTH AVE, SADOWA ST,SAGAMORE ST, SAN JOSE AVE,SAGAMORE ST, CAPITOL AVE",37.711452,-122.456082
14091,PLYMOUTH AVE,SADOWA ST,"PLYMOUTH AVE | SADOWA ST | PLYMOUTH AVE, SAGAMORE ST,PLYMOUTH AVE, BROAD ST,SADOWA ST, LAWRENCE AVE,SADOWA ST, CAPITOL AVE",37.712320,-122.456045
14092,PLYMOUTH AVE,BROAD ST,"PLYMOUTH AVE | BROAD ST | PLYMOUTH AVE, SADOWA ST,PLYMOUTH AVE, FARALLONES ST,BROAD ST, FARRAGUT AVE,BROAD ST, CAPITOL AVE",37.713199,-122.456061
14093,PLYMOUTH AVE,FARALLONES ST,"PLYMOUTH AVE | FARALLONES ST | PLYMOUTH AVE, BROAD ST,PLYMOUTH AVE, LOBOS ST,FARALLONES ST, SAN JOSE AVE,FARALLONES ST, CAPITOL AVE",37.714077,-122.456070
14094,PLYMOUTH AVE,LOBOS ST,"PLYMOUTH AVE | LOBOS ST | PLYMOUTH AVE, FARALLONES ST,PLYMOUTH AVE, MINERVA ST,LOBOS ST, CAINE AVE,LOBOS ST, CAPITOL AVE",37.714926,-122.456085
14095,PLYMOUTH AVE,MINERVA ST,"PLYMOUTH AVE | MINERVA ST | PLYMOUTH AVE, LOBOS ST,PLYMOUTH AVE, MONTANA ST,MINERVA ST, SUMMIT ST,MINERVA ST, CAPITOL AVE",37.715732,-122.456090
14096,PLYMOUTH AVE,MONTANA ST,"PLYMOUTH AVE | MONTANA ST | PLYMOUTH AVE, MINERVA ST,PLYMOUTH AVE, THRIFT ST,MONTANA ST, JOSIAH AVE,MONTANA ST, CAPITOL AVE",37.716630,-122.456105
14097,PLYMOUTH AVE,THRIFT ST,"PLYMOUTH AVE | THRIFT ST | PLYMOUTH AVE, MONTANA ST,PLYMOUTH AVE, LAKEVIEW AVE,THRIFT ST, SUMMIT ST,THRIFT ST, CAPITOL AVE",37.717478,-122.456104
14098,PLYMOUTH AVE,LAKEVIEW AVE,"PLYMOUTH AVE | LAKEVIEW AVE | PLYMOUTH AVE, THRIFT ST,PLYMOUTH AVE, GRAFTON AVE,LAKEVIEW AVE, BRIGHTON AVE,LAKEVIEW AVE, GRANADA AVE",37.718235,-122.456125
14099,PLYMOUTH AVE,GRAFTON AVE,"PLYMOUTH AVE | GRAFTON AVE | PLYMOUTH AVE, LAKEVIEW AVE,PLYMOUTH AVE, HOLLOWAY AVE,GRAFTON AVE, BRIGHTON AVE,GRAFTON AVE, GRANADA AVE",37.720030,-122.456144
14100,PLYMOUTH AVE,HOLLOWAY AVE,"PLYMOUTH AVE | HOLLOWAY AVE | PLYMOUTH AVE, GRAFTON AVE,PLYMOUTH AVE, OCEAN AVE,HOLLOWAY AVE, BRIGHTON AVE,HOLLOWAY AVE, GRANADA AVE",37.721845,-122.456144
14101,PLYMOUTH AVE,OCEAN AVE,"PLYMOUTH AVE | OCEAN AVE | PLYMOUTH AVE, HOLLOWAY AVE,PLYMOUTH AVE, OCEAN AVE,OCEAN AVE, BRIGHTON AVE,OCEAN AVE, PLYMOUTH AVE",37.723965,-122.456525
14102,PLYMOUTH AVE,OCEAN AVE,"PLYMOUTH AVE | OCEAN AVE | PLYMOUTH AVE, OCEAN AVE,PLYMOUTH AVE, END,OCEAN AVE, BRIGHTON AVE,OCEAN AVE, PLYMOUTH AVE",37.723965,-122.456525
14104,PLYMOUTH AVE,SOUTHWOOD DR,"PLYMOUTH AVE | SOUTHWOOD DR | PLYMOUTH AVE, END,PLYMOUTH AVE, SAN RAMON WAY,SOUTHWOOD DR, PLYMOUTH AVE",37.725507,-122.456558
14105,PLYMOUTH AVE,SAN RAMON WAY,"PLYMOUTH AVE | SAN RAMON WAY | PLYMOUTH AVE, SOUTHWOOD DR,PLYMOUTH AVE, WILDWOOD WAY,SAN RAMON WAY, END,SAN RAMON WAY, EASTWOOD DR",37.725813,-122.456593
14106,PLYMOUTH AVE,WILDWOOD WAY,"PLYMOUTH AVE | WILDWOOD WAY | PLYMOUTH AVE, SAN RAMON WAY,PLYMOUTH AVE, GREENWOOD AVE,WILDWOOD WAY, END,WILDWOOD WAY, EASTWOOD DR",37.727590,-122.456550
14107,PLYMOUTH AVE,GREENWOOD AVE,"PLYMOUTH AVE | GREENWOOD AVE | PLYMOUTH AVE, WILDWOOD WAY,PLYMOUTH AVE, NORTHWOOD DR,GREENWOOD AVE, COLON AVE",37.728711,-122.456433
14108,PLYMOUTH AVE,NORTHWOOD DR,"PLYMOUTH AVE | NORTHWOOD DR | PLYMOUTH AVE, GREENWOOD AVE,PLYMOUTH AVE, MONTECITO AVE,NORTHWOOD DR, MONTECITO AVE",37.729006,-122.456448
14109,PLYMOUTH AVE,MONTECITO AVE,"PLYMOUTH AVE | MONTECITO AVE | PLYMOUTH AVE, NORTHWOOD DR,PLYMOUTH AVE, END,MONTECITO AVE, COLON AVE,MONTECITO AVE, NORTHWOOD DR",37.729719,-122.456505
14112,PLYMOUTH AVE,MONTEREY BLVD,"PLYMOUTH AVE | MONTEREY BLVD | PLYMOUTH AVE, MIRAMAR AVE,PLYMOUTH AVE, MANGELS AVE,MONTEREY BLVD, COLON AVE,MONTEREY BLVD, MIRAMAR AVE",37.730848,-122.458002
14113,PLYMOUTH AVE,MANGELS AVE,"PLYMOUTH AVE | MANGELS AVE | PLYMOUTH AVE, MONTEREY BLVD,PLYMOUTH AVE, SAINT ELMO WAY,MANGELS AVE, COLON AVE",37.732176,-122.457709
14115,POINT LOBOS AVE,42ND AVE,"POINT LOBOS AVE | 42ND AVE | POINT LOBOS AVE, 43RD AVE",37.779624,-122.502971
14116,POINT LOBOS AVE,43RD AVE,"POINT LOBOS AVE | 43RD AVE | POINT LOBOS AVE, 42ND AVE,POINT LOBOS AVE, 44TH AVE,43RD AVE, CLEMENT ST,43RD AVE, GEARY BLVD",37.779714,-122.504045
14117,POINT LOBOS AVE,44TH AVE,"POINT LOBOS AVE | 44TH AVE | POINT LOBOS AVE, 43RD AVE,POINT LOBOS AVE, 45TH AVE,44TH AVE, CLEMENT ST,44TH AVE, GEARY BLVD",37.779806,-122.505143
14118,POINT LOBOS AVE,45TH AVE,"POINT LOBOS AVE | 45TH AVE | POINT LOBOS AVE, 44TH AVE,POINT LOBOS AVE, 46TH AVE,45TH AVE, CLEMENT ST,45TH AVE, GEARY BLVD",37.779895,-122.506227
14119,POINT LOBOS AVE,46TH AVE,"POINT LOBOS AVE | 46TH AVE | POINT LOBOS AVE, 45TH AVE,POINT LOBOS AVE, ALTA MAR WAY,46TH AVE, GEARY BLVD",37.779989,-122.507304
14120,POINT LOBOS AVE,ALTA MAR WAY,"POINT LOBOS AVE | ALTA MAR WAY | POINT LOBOS AVE, 46TH AVE,POINT LOBOS AVE, 47TH AVE,ALTA MAR WAY, SEAL ROCK DR",37.779954,-122.507836
14121,POINT LOBOS AVE,47TH AVE,"POINT LOBOS AVE | 47TH AVE | POINT LOBOS AVE, ALTA MAR WAY,POINT LOBOS AVE, 48TH AVE,47TH AVE, GEARY BLVD",37.779924,-122.508374
14122,POINT LOBOS AVE,48TH AVE,"POINT LOBOS AVE | 48TH AVE | POINT LOBOS AVE, 47TH AVE,POINT LOBOS AVE, MERRIE WAY",37.779864,-122.509445
14123,POINT LOBOS AVE,MERRIE WAY,"POINT LOBOS AVE | MERRIE WAY | POINT LOBOS AVE, 48TH AVE,POINT LOBOS AVE, GREAT HWY,MERRIE WAY, END",37.779358,-122.511616
14124,POINT LOBOS AVE,GREAT HWY,"POINT LOBOS AVE | GREAT HWY | POINT LOBOS AVE, MERRIE WAY,GREAT HWY, BALBOA ST",37.776651,-122.511807
14126,POLARIS WAY,POPE ST,"POLARIS WAY | POPE ST | POLARIS WAY, END,POPE ST, BALTIMORE WAY,POPE ST, BELLEVUE AVE",37.708969,-122.440025
14127,POLK ST,10TH ST,"POLK ST | 10TH ST | POLK ST, HAYES ST",37.776570,-122.417508
14128,POLK ST,HAYES ST,"POLK ST | HAYES ST | POLK ST, 10TH ST,POLK ST, DR TOM WADDELL PL,HAYES ST, LARKIN ST,HAYES ST, VAN NESS AVE",37.777513,-122.418065
14129,POLK ST,DR TOM WADDELL PL,"POLK ST | DR TOM WADDELL PL | POLK ST, HAYES ST,POLK ST, DR CARLTON B GOODLETT PL,DR TOM WADDELL PL, VAN NESS AVE",37.777982,-122.418159
14130,POLK ST,DR CARLTON B GOODLETT PL,"POLK ST | DR CARLTON B GOODLETT PL | POLK ST, DR TOM WADDELL PL,POLK ST, DR CARLTON B GOODLETT PL",37.780276,-122.418621
14131,POLK ST,DR CARLTON B GOODLETT PL,"POLK ST | DR CARLTON B GOODLETT PL | POLK ST, DR CARLTON B GOODLETT PL,POLK ST, REDWOOD ST",37.780276,-122.418621
14132,POLK ST,REDWOOD ST,"POLK ST | REDWOOD ST | POLK ST, DR CARLTON B GOODLETT PL,POLK ST, GOLDEN GATE AVE,REDWOOD ST, VAN NESS AVE",37.780790,-122.418730
14133,POLK ST,GOLDEN GATE AVE,"POLK ST | GOLDEN GATE AVE | POLK ST, REDWOOD ST,POLK ST, ELM ST,GOLDEN GATE AVE, LARKIN ST,GOLDEN GATE AVE, VAN NESS AVE",37.781269,-122.418826
14134,POLK ST,ELM ST,"POLK ST | ELM ST | POLK ST, GOLDEN GATE AVE,POLK ST, TURK ST,ELM ST, VAN NESS AVE",37.781722,-122.418922
14135,POLK ST,TURK ST,"POLK ST | TURK ST | POLK ST, ELM ST,POLK ST, EDDY ST,TURK ST, LARKIN ST,TURK ST, VAN NESS AVE",37.782171,-122.419004
14136,POLK ST,EDDY ST,"POLK ST | EDDY ST | POLK ST, TURK ST,POLK ST, WILLOW ST,EDDY ST, LARKIN ST,EDDY ST, VAN NESS AVE",37.783098,-122.419225
14137,POLK ST,WILLOW ST,"POLK ST | WILLOW ST | POLK ST, EDDY ST,POLK ST, ELLIS ST,WILLOW ST, LARKIN ST,WILLOW ST, VAN NESS AVE",37.783592,-122.419301
14138,POLK ST,ELLIS ST,"POLK ST | ELLIS ST | POLK ST, WILLOW ST,POLK ST, OLIVE ST,ELLIS ST, LARKIN ST,ELLIS ST, VAN NESS AVE",37.784054,-122.419375
14139,POLK ST,OLIVE ST,"POLK ST | OLIVE ST | POLK ST, ELLIS ST,POLK ST, OFARRELL ST,OLIVE ST, LARKIN ST,OLIVE ST, VAN NESS AVE",37.784518,-122.419472
14142,POLK ST,GEARY ST,"POLK ST | GEARY ST | POLK ST, ALICE B TOKLAS PL,POLK ST, CEDAR ST,GEARY ST, LARKIN ST,GEARY ST, GEARY BLVD",37.785929,-122.419752
14143,POLK ST,CEDAR ST,"POLK ST | CEDAR ST | POLK ST, GEARY ST,POLK ST, POST ST,CEDAR ST, LARKIN ST,CEDAR ST, VAN NESS AVE",37.786392,-122.419849
14144,POLK ST,POST ST,"POLK ST | POST ST | POLK ST, CEDAR ST,POLK ST, HEMLOCK ST,POST ST, LARKIN ST,POST ST, VAN NESS AVE",37.786854,-122.419952
14145,POLK ST,HEMLOCK ST,"POLK ST | HEMLOCK ST | POLK ST, POST ST,POLK ST, SUTTER ST,HEMLOCK ST, LARKIN ST,HEMLOCK ST, VAN NESS AVE",37.787315,-122.420041
14146,POLK ST,SUTTER ST,"POLK ST | SUTTER ST | POLK ST, HEMLOCK ST,POLK ST, FERN ST,SUTTER ST, LARKIN ST,SUTTER ST, VAN NESS AVE",37.787785,-122.420138
14147,POLK ST,FERN ST,"POLK ST | FERN ST | POLK ST, SUTTER ST,POLK ST, BUSH ST,FERN ST, LARKIN ST,FERN ST, VAN NESS AVE",37.788246,-122.420233
14148,POLK ST,BUSH ST,"POLK ST | BUSH ST | POLK ST, FERN ST,POLK ST, AUSTIN ST,BUSH ST, LARKIN ST,BUSH ST, VAN NESS AVE",37.788718,-122.420324
14149,POLK ST,AUSTIN ST,"POLK ST | AUSTIN ST | POLK ST, BUSH ST,POLK ST, PINE ST",37.789191,-122.420419
14150,POLK ST,PINE ST,"POLK ST | PINE ST | POLK ST, AUSTIN ST,POLK ST, CALIFORNIA ST,PINE ST, LARKIN ST,PINE ST, VAN NESS AVE",37.789649,-122.420512
14151,POLK ST,CALIFORNIA ST,"POLK ST | CALIFORNIA ST | POLK ST, PINE ST,POLK ST, SACRAMENTO ST,CALIFORNIA ST, LARKIN ST,CALIFORNIA ST, VAN NESS AVE",37.790595,-122.420700
14152,POLK ST,SACRAMENTO ST,"POLK ST | SACRAMENTO ST | POLK ST, CALIFORNIA ST,POLK ST, CLAY ST,SACRAMENTO ST, LARKIN ST,SACRAMENTO ST, VAN NESS AVE",37.791526,-122.420917
14153,POLK ST,CLAY ST,"POLK ST | CLAY ST | POLK ST, SACRAMENTO ST,POLK ST, WASHINGTON ST,CLAY ST, LARKIN ST,CLAY ST, VAN NESS AVE",37.792391,-122.421083
14154,POLK ST,WASHINGTON ST,"POLK ST | WASHINGTON ST | POLK ST, CLAY ST,POLK ST, JACKSON ST,WASHINGTON ST, LARKIN ST,WASHINGTON ST, VAN NESS AVE",37.793263,-122.421264
14155,POLK ST,JACKSON ST,"POLK ST | JACKSON ST | POLK ST, WASHINGTON ST,POLK ST, PACIFIC AVE,JACKSON ST, LARKIN ST,JACKSON ST, VAN NESS AVE",37.794128,-122.421428
14156,POLK ST,PACIFIC AVE,"POLK ST | PACIFIC AVE | POLK ST, JACKSON ST,POLK ST, BROADWAY,PACIFIC AVE, LARKIN ST,PACIFIC AVE, VAN NESS AVE",37.795028,-122.421613
